ImageNumber, timeStamp,centerDistance,relativeHeading,Tile
autobot04_1574101334_478545904.jpg,1574101334.478546,0.48752137529849937,-1.5092166660333055,straight
autobot04_1574101334_511059045.jpg,1574101334.511059,0.48752137529849937,-1.5350510667507298,straight
autobot04_1574101334_549474954.jpg,1574101334.549475,0.48752137529849937,-1.5327008593565121,straight
autobot04_1574101334_586860895.jpg,1574101334.586861,0.48752137529849937,-1.5475651133271933,straight
autobot04_1574101334_614413976.jpg,1574101334.614414,0.48752073559021714,-1.5546848020315298,straight
autobot04_1574101334_645510911.jpg,1574101334.645511,0.48752101693410843,-1.5554174095541795,straight
autobot04_1574101334_686505079.jpg,1574101334.686505,0.4886303021139762,-1.5580567305463842,straight
autobot04_1574101334_722912073.jpg,1574101334.722912,0.4890968253061798,-1.558957420600555,straight
autobot04_1574101334_788969993.jpg,1574101334.78897,0.4892307770252221,-1.5616017263058442,straight
autobot04_1574101334_835397958.jpg,1574101334.835398,0.4892304839186912,-1.5632782062091966,straight
autobot04_1574101334_886364936.jpg,1574101334.886365,0.4892310442340302,-1.5646135692856793,straight
autobot04_1574101334_926348924.jpg,1574101334.926349,0.4892308353773477,-1.565024212156542,straight
autobot04_1574101334_991705894.jpg,1574101334.991706,0.4892307770252222,-1.565893645963602,straight
autobot04_1574101335_155196905.jpg,1574101335.155197,0.489230658827292,-1.5657545453360273,straight
autobot04_1574101335_209631919.jpg,1574101335.209632,0.48923008027599457,-1.564911223962967,straight
autobot04_1574101335_276494979.jpg,1574101335.276495,0.4892277668705721,-1.5635183732393851,straight
autobot04_1574101335_332312107.jpg,1574101335.332312,0.4892306806086151,-1.5628488900327564,straight
autobot04_1574101335_382702112.jpg,1574101335.382702,0.4892303222129972,-1.5618090402771643,straight
autobot04_1574101335_508477926.jpg,1574101335.508478,0.4892307186600109,-1.5605201285854562,straight
autobot04_1574101335_558790922.jpg,1574101335.558791,0.489230777025222,-1.5603947150655115,straight
autobot04_1574101335_636647939.jpg,1574101335.636648,0.4892307770252221,-1.5606086135383028,straight
autobot04_1574101335_684957027.jpg,1574101335.684957,0.4892306446167235,-1.5611030756856394,straight
autobot04_1574101335_733944892.jpg,1574101335.733945,0.4892307770252221,-1.5616843785700796,straight
autobot04_1574101335_824729919.jpg,1574101335.82473,0.48923065353635353,-1.5624754630020494,straight
autobot04_1574101335_874780893.jpg,1574101335.874781,0.4892307770252221,-1.5630564006157377,straight
autobot04_1574101335_938640117.jpg,1574101335.93864,0.48923063476507145,-1.5637080331119713,straight
autobot04_1574101335_971831083.jpg,1574101335.971831,0.48923068166334616,-1.5638748730717371,straight
autobot04_1574101336_129642009.jpg,1574101336.129642,0.48923076148682443,-1.5653376241359307,straight
autobot04_1574101336_204482078.jpg,1574101336.204482,0.4892306345071824,-1.5663837623346388,straight
autobot04_1574101336_289546012.jpg,1574101336.289546,0.489230777025222,-1.5671462242309542,straight
autobot04_1574101336_331420898.jpg,1574101336.331421,0.489230777025222,-1.5673565395445428,straight
autobot04_1574101336_390650033.jpg,1574101336.39065,0.4892307392459603,-1.5679988109263336,straight
autobot04_1574101336_420468091.jpg,1574101336.420468,0.4903476267139415,-1.5684841312150388,straight
autobot04_1574101336_473529100.jpg,1574101336.473529,0.49094017875194484,-1.5690858009890845,straight
autobot04_1574101336_515718936.jpg,1574101336.515719,0.49094017875194484,-1.5692976983735287,straight
autobot04_1574101336_584897041.jpg,1574101336.584897,0.49094012133607556,-1.569980588754792,straight
autobot04_1574101336_613888025.jpg,1574101336.613888,0.49094017875194496,-1.570461053579394,straight
autobot04_1574101336_643834114.jpg,1574101336.643834,0.49094017875194496,-1.5706115701999128,straight
autobot04_1574101336_705631017.jpg,1574101336.705631,0.050940083040207446,1.5703277022479976,straight
autobot04_1574101336_735090017.jpg,1574101336.73509,0.05094017875194476,1.5698424084531488,straight
autobot04_1574101336_763066053.jpg,1574101336.763066,0.05094017875194476,1.5697017939186522,straight
autobot04_1574101336_805314064.jpg,1574101336.805314,0.05186061783079063,1.5688146569845836,straight
autobot04_1574101336_835258960.jpg,1574101336.835259,0.05224522990802491,1.5685226225063482,straight
autobot04_1574101336_851918935.jpg,1574101336.851919,0.05245959892541649,1.5683601478392701,straight
autobot04_1574101336_862019062.jpg,1574101336.862019,0.05258969555206092,1.5682616474125,straight
autobot04_1574101336_879009008.jpg,1574101336.879009,0.05568770124542374,1.5675112074923006,straight
autobot04_1574101336_910741090.jpg,1574101336.910741,0.0569077610511772,1.5672281340322611,straight
autobot04_1574101336_940056085.jpg,1574101336.940056,0.055895477863540405,1.56695473358506,straight
autobot04_1574101336_974828958.jpg,1574101336.974829,0.05500365210781241,1.5669208216717692,straight
autobot04_1574101337_8416891.jpg,1574101337.008417,0.04858451331212163,1.5673242241855638,straight
autobot04_1574101337_45983076.jpg,1574101337.045983,0.04569400570130375,1.5675384135890431,straight
autobot04_1574101337_84242105.jpg,1574101337.084242,0.035463127399365274,1.5681806934638665,straight
autobot04_1574101337_112000942.jpg,1574101337.112001,0.032617489205281375,1.5683534046214207,straight
autobot04_1574101337_147059917.jpg,1574101337.14706,0.01805576072294962,1.5688542260724263,straight
autobot04_1574101337_177337884.jpg,1574101337.177338,0.013396500607407658,1.5689927817827185,straight
autobot04_1574101337_219963073.jpg,1574101337.219963,0.008963752772083333,1.5700123263973749,straight
autobot04_1574101337_264302015.jpg,1574101337.264302,0.018630033123060608,1.570481327180693,straight
autobot04_1574101337_290847063.jpg,1574101337.290847,0.394069675188773,-1.569587531191339,straight
autobot04_1574101337_318620920.jpg,1574101337.318621,0.3858840386113157,-1.5691294919282448,straight
autobot04_1574101337_348496913.jpg,1574101337.348497,0.35530389097025306,-1.567615565758666,straight
autobot04_1574101337_379465103.jpg,1574101337.379465,0.3453757115084428,-1.567134659729749,straight
autobot04_1574101337_413763046.jpg,1574101337.413763,0.3243694835942854,-1.5654954318975902,straight
autobot04_1574101337_444032907.jpg,1574101337.444033,0.31893507519475994,-1.564998119369893,straight
autobot04_1574101337_476762056.jpg,1574101337.476762,0.3010946922540685,-1.563267610659486,straight
autobot04_1574101337_513818979.jpg,1574101337.513819,0.29444677117564155,-1.562612005952403,straight
autobot04_1574101337_545380115.jpg,1574101337.54538,0.2828648605586087,-1.5547836708095966,straight
autobot04_1574101337_583511114.jpg,1574101337.583511,0.2789530059391062,-1.551158981231134,straight
autobot04_1574101337_612001895.jpg,1574101337.612002,0.2742395247212982,-1.4874905438725474,straight
autobot04_1574101337_645382881.jpg,1574101337.645383,0.27295509370761484,-1.4611274047291587,straight
autobot04_1574101337_678841114.jpg,1574101337.678841,0.27418061748873623,-1.3805740051257775,straight
autobot04_1574101337_710633993.jpg,1574101337.710634,0.27498632881762697,-1.3548798574676917,straight
autobot04_1574101337_748411893.jpg,1574101337.748412,0.27555556118488234,-1.294624739558987,straight
autobot04_1574101337_778728961.jpg,1574101337.778729,0.2755555611848822,-1.2790912850017369,straight
autobot04_1574101337_811995983.jpg,1574101337.811996,0.27050697268918134,-1.2616361990846199,straight
autobot04_1574101337_845746994.jpg,1574101337.845747,0.26834603480611896,-1.258814346218278,straight
autobot04_1574101337_879095077.jpg,1574101337.879095,0.2619319225621388,-1.250586381855278,straight
autobot04_1574101337_916747093.jpg,1574101337.916747,0.25952323839178604,-1.2475034907417724,straight
autobot04_1574101337_954380989.jpg,1574101337.954381,0.24720516178456622,-1.2406782662169056,straight
autobot04_1574101337_985585927.jpg,1574101337.985586,0.24320809312886485,-1.2387342488273598,straight
autobot04_1574101338_14195919.jpg,1574101338.014196,0.22788629514335715,-1.2348064674636616,straight
autobot04_1574101338_49323081.jpg,1574101338.049323,0.22203351308383215,-1.2334888407499311,straight
autobot04_1574101338_82176923.jpg,1574101338.082177,0.20123852693215064,-1.233571246080883,straight
autobot04_1574101338_118114948.jpg,1574101338.118115,0.1934085555310752,-1.2338916353148701,straight
autobot04_1574101338_145431041.jpg,1574101338.145431,0.17393010019329272,-1.235660862339363,straight
autobot04_1574101338_184365034.jpg,1574101338.184365,0.1659383766366551,-1.2364681899206873,straight
autobot04_1574101338_210524082.jpg,1574101338.210524,0.1418040300254211,-1.1842298761419683,straight
autobot04_1574101338_254715919.jpg,1574101338.254716,0.13000327217076266,-1.1541256507463233,straight
autobot04_1574101338_288918972.jpg,1574101338.288919,0.10158384586846711,-1.0845846508367558,straight
autobot04_1574101338_322793960.jpg,1574101338.322794,0.09215192294336519,-1.0612022030399493,straight
autobot04_1574101338_356239080.jpg,1574101338.356239,0.06372680316179771,-0.9904843774139691,straight
autobot04_1574101338_379040956.jpg,1574101338.379041,0.057385887095003446,-0.9743399711234046,straight
autobot04_1574101338_419219017.jpg,1574101338.419219,0.027107456107659883,-0.8952713887649588,straight
autobot04_1574101338_443564891.jpg,1574101338.443565,0.020348100883723103,-0.8770507803623582,straight
autobot04_1574101338_476449966.jpg,1574101338.47645,0.000976463738940142,-0.7982907558281316,straight
autobot04_1574101338_517491102.jpg,1574101338.517491,0.00869955331884295,-0.7653055490753558,straight
autobot04_1574101338_612911939.jpg,1574101338.612912,0.050020052372232365,-0.5616650402512395,straight
autobot04_1574101338_645306110.jpg,1574101338.645306,0.05478007351321032,-0.5313740204318844,straight
autobot04_1574101338_674904108.jpg,1574101338.674904,0.06384166935585692,-0.43817146884651126,straight
autobot04_1574101338_710752010.jpg,1574101338.710752,0.06646947884501106,-0.40314094370749126,straight
autobot04_1574101338_751229047.jpg,1574101338.751229,0.07033699644069072,-0.295533680559001,straight
autobot04_1574101338_780863046.jpg,1574101338.780863,0.07103424268741845,-0.2655682190647064,straight
autobot04_1574101338_824139118.jpg,1574101338.824139,0.07150424075839998,-0.15230497112931046,straight
autobot04_1574101338_866477966.jpg,1574101338.866478,0.07145332083076847,-0.10848596562357923,straight
autobot04_1574101338_883404970.jpg,1574101338.883405,0.06925885141484558,-0.021764858430472357,straight
autobot04_1574101338_920651912.jpg,1574101338.920652,0.06833924209734957,0.01686035755670303,straight
autobot04_1574101338_946132898.jpg,1574101338.946133,0.06681972055028426,0.11083541724135618,straight
autobot04_1574101338_976902008.jpg,1574101338.976902,0.0665042603385779,0.14211702988923605,straight
autobot04_1574101339_8341073.jpg,1574101339.008341,0.06427775108772957,0.18508306742119676,straight
autobot04_1574101339_43714046.jpg,1574101339.043714,0.06342272423465742,0.19429175723106565,straight
autobot04_1574101339_90398073.jpg,1574101339.090398,0.06058833278122508,0.2208154352446881,straight
autobot04_1574101339_118777036.jpg,1574101339.118777,0.05986103091292913,0.22726389646764816,straight
autobot04_1574101339_149542093.jpg,1574101339.149542,0.057376436612517207,0.2458815979774707,straight
autobot04_1574101339_194751977.jpg,1574101339.194752,0.05620445244824554,0.25422941584176506,straight
autobot04_1574101339_230462074.jpg,1574101339.230462,0.051106810364865946,0.2688440438288391,straight
autobot04_1574101339_289256095.jpg,1574101339.289256,0.04224191267241714,0.23023718664718443,straight
autobot04_1574101339_334778070.jpg,1574101339.334778,0.033373575114816006,0.15799710833234842,straight
autobot04_1574101339_389774084.jpg,1574101339.389774,0.029399885658479646,0.11709781706195192,straight
autobot04_1574101339_412787914.jpg,1574101339.412788,0.023229903482272857,0.04597555321109084,straight
autobot04_1574101339_425874948.jpg,1574101339.425875,0.022437192085672825,0.03550507872519983,straight
autobot04_1574101339_446305990.jpg,1574101339.446306,0.02126328226813387,0.019158922878268057,straight
autobot04_1574101339_487381935.jpg,1574101339.487382,0.01985823960622804,-0.0476654575753723,straight
autobot04_1574101339_521558046.jpg,1574101339.521558,0.020059261259261246,-0.06742267639270369,straight
autobot04_1574101339_548386096.jpg,1574101339.548386,0.02642408796909465,-0.07798709295632066,straight
autobot04_1574101339_586090087.jpg,1574101339.58609,0.02934612905071357,-0.07971196491418041,straight
autobot04_1574101339_617048978.jpg,1574101339.617049,0.03359937807227639,-0.08607375128021097,straight
autobot04_1574101339_642678022.jpg,1574101339.642678,0.034602812940431854,-0.08782771615360715,straight
autobot04_1574101339_676683902.jpg,1574101339.676684,0.0384433662114764,-0.09597416243504163,straight
autobot04_1574101339_709176063.jpg,1574101339.709176,0.03971655086527123,-0.09872911925208558,straight
autobot04_1574101339_769679069.jpg,1574101339.769679,0.043273793683631795,-0.11149132265805314,straight
autobot04_1574101339_794584989.jpg,1574101339.794585,0.04395309236322051,-0.11408100940774622,straight
autobot04_1574101339_834805011.jpg,1574101339.834805,0.047933713431033115,-0.12757657477582748,straight
autobot04_1574101339_853780031.jpg,1574101339.85378,0.04870079779201367,-0.12999636878731155,straight
autobot04_1574101339_885499000.jpg,1574101339.885499,0.051328734346656385,-0.14442521827025653,straight
autobot04_1574101339_914923906.jpg,1574101339.914924,0.05212822259241587,-0.14882368215948147,straight
autobot04_1574101339_945986032.jpg,1574101339.945986,0.057629287790464695,-0.16385588407079396,straight
autobot04_1574101339_975527048.jpg,1574101339.975527,0.059563653418899215,-0.16842761142566948,straight
autobot04_1574101340_9749889.jpg,1574101340.00975,0.07241263289075059,-0.12189253284874832,straight
autobot04_1574101340_42423009.jpg,1574101340.042423,0.07684951031055245,-0.10036955631377273,straight
autobot04_1574101340_90245962.jpg,1574101340.090246,0.08483565800153423,-0.06221473590952742,curve_right
autobot04_1574101340_115740060.jpg,1574101340.11574,0.08627604146951234,-0.06502424382814256,curve_right
autobot04_1574101340_144403934.jpg,1574101340.144404,0.08946466361598629,-0.09893088525834967,curve_right
autobot04_1574101340_181026935.jpg,1574101340.181027,0.09074382439560102,-0.11393866798391566,curve_right
autobot04_1574101340_215409994.jpg,1574101340.21541,0.0951979138360208,-0.15850100455108612,curve_right
autobot04_1574101340_249417066.jpg,1574101340.249417,0.09702320290856314,-0.17366819723217874,curve_right
autobot04_1574101340_276164054.jpg,1574101340.276164,0.10269076401427554,-0.21537935112548523,curve_right
autobot04_1574101340_306763887.jpg,1574101340.306764,0.1047978271444083,-0.22894774741654966,curve_right
autobot04_1574101340_338356971.jpg,1574101340.338357,0.11226024178878988,-0.2725648243807307,curve_right
autobot04_1574101340_370384931.jpg,1574101340.370385,0.11495648234534346,-0.28667691358381303,curve_right
autobot04_1574101340_405262947.jpg,1574101340.405263,0.125343604918771,-0.3324925925917342,curve_right
autobot04_1574101340_437601089.jpg,1574101340.437601,0.1290803478357071,-0.34708907022571484,curve_right
